respondent_id,movie_code,movie_rank,movie_title,film_key,episode_order,has_ranking
3292384040.0,rank_episode_i_the_phantom_menace,6.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3292380493.0,rank_episode_i_the_phantom_menace,6.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3292376985.0,rank_episode_i_the_phantom_menace,4.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3292366792.0,rank_episode_i_the_phantom_menace,4.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3292339379.0,rank_episode_i_the_phantom_menace,6.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3292330840.0,rank_episode_i_the_phantom_menace,6.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3292318652.0,rank_episode_i_the_phantom_menace,6.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3292297848.0,rank_episode_i_the_phantom_menace,,Episode I: The Phantom Menace,the_phantom_menace,1,0
3292290677.0,rank_episode_i_the_phantom_menace,6.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3292281095.0,rank_episode_i_the_phantom_menace,3.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3292279889.0,rank_episode_i_the_phantom_menace,2.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3292264069.0,rank_episode_i_the_phantom_menace,6.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3292257520.0,rank_episode_i_the_phantom_menace,4.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3292249492.0,rank_episode_i_the_phantom_menace,5.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3292222729.0,rank_episode_i_the_phantom_menace,6.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3292221635.0,rank_episode_i_the_phantom_menace,5.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3292218251.0,rank_episode_i_the_phantom_menace,6.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3292214307.0,rank_episode_i_the_phantom_menace,5.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3292210606.0,rank_episode_i_the_phantom_menace,6.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3292202220.0,rank_episode_i_the_phantom_menace,,Episode I: The Phantom Menace,the_phantom_menace,1,0
3292189580.0,rank_episode_i_the_phantom_menace,5.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3292187343.0,rank_episode_i_the_phantom_menace,6.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3292186608.0,rank_episode_i_the_phantom_menace,,Episode I: The Phantom Menace,the_phantom_menace,1,0
3292178389.0,rank_episode_i_the_phantom_menace,4.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3292176862.0,rank_episode_i_the_phantom_menace,6.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3292173922.0,rank_episode_i_the_phantom_menace,4.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3292167131.0,rank_episode_i_the_phantom_menace,5.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3292162057.0,rank_episode_i_the_phantom_menace,6.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3292161407.0,rank_episode_i_the_phantom_menace,,Episode I: The Phantom Menace,the_phantom_menace,1,0
3292156614.0,rank_episode_i_the_phantom_menace,4.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3292148570.0,rank_episode_i_the_phantom_menace,6.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3292144665.0,rank_episode_i_the_phantom_menace,6.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3292143503.0,rank_episode_i_the_phantom_menace,5.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3292131636.0,rank_episode_i_the_phantom_menace,5.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3292125068.0,rank_episode_i_the_phantom_menace,1.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3292120160.0,rank_episode_i_the_phantom_menace,4.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3292103680.0,rank_episode_i_the_phantom_menace,6.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3292050153.0,rank_episode_i_the_phantom_menace,1.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3292041365.0,rank_episode_i_the_phantom_menace,6.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3292033243.0,rank_episode_i_the_phantom_menace,6.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3292031637.0,rank_episode_i_the_phantom_menace,6.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3292008762.0,rank_episode_i_the_phantom_menace,5.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3291992352.0,rank_episode_i_the_phantom_menace,4.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3291945498.0,rank_episode_i_the_phantom_menace,6.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3291940517.0,rank_episode_i_the_phantom_menace,6.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3291871486.0,rank_episode_i_the_phantom_menace,5.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3291778150.0,rank_episode_i_the_phantom_menace,4.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3291766314.0,rank_episode_i_the_phantom_menace,4.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3291762799.0,rank_episode_i_the_phantom_menace,3.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3291707153.0,rank_episode_i_the_phantom_menace,3.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3291701619.0,rank_episode_i_the_phantom_menace,6.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3291696391.0,rank_episode_i_the_phantom_menace,5.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3291684768.0,rank_episode_i_the_phantom_menace,6.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3291669388.0,rank_episode_i_the_phantom_menace,,Episode I: The Phantom Menace,the_phantom_menace,1,0
3291661584.0,rank_episode_i_the_phantom_menace,6.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3291658046.0,rank_episode_i_the_phantom_menace,6.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3291654919.0,rank_episode_i_the_phantom_menace,6.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3291653882.0,rank_episode_i_the_phantom_menace,,Episode I: The Phantom Menace,the_phantom_menace,1,0
3291650311.0,rank_episode_i_the_phantom_menace,6.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3291649780.0,rank_episode_i_the_phantom_menace,,Episode I: The Phantom Menace,the_phantom_menace,1,0
3291648660.0,rank_episode_i_the_phantom_menace,,Episode I: The Phantom Menace,the_phantom_menace,1,0
3291641416.0,rank_episode_i_the_phantom_menace,1.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3291635934.0,rank_episode_i_the_phantom_menace,,Episode I: The Phantom Menace,the_phantom_menace,1,0
3291634205.0,rank_episode_i_the_phantom_menace,5.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3291618031.0,rank_episode_i_the_phantom_menace,6.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3291603688.0,rank_episode_i_the_phantom_menace,,Episode I: The Phantom Menace,the_phantom_menace,1,0
3291602842.0,rank_episode_i_the_phantom_menace,1.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3291598188.0,rank_episode_i_the_phantom_menace,6.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3291588139.0,rank_episode_i_the_phantom_menace,1.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3291570206.0,rank_episode_i_the_phantom_menace,,Episode I: The Phantom Menace,the_phantom_menace,1,0
3291548852.0,rank_episode_i_the_phantom_menace,6.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3291529925.0,rank_episode_i_the_phantom_menace,3.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3291524547.0,rank_episode_i_the_phantom_menace,1.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3291502449.0,rank_episode_i_the_phantom_menace,2.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3291497337.0,rank_episode_i_the_phantom_menace,6.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3291482197.0,rank_episode_i_the_phantom_menace,5.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3291476650.0,rank_episode_i_the_phantom_menace,,Episode I: The Phantom Menace,the_phantom_menace,1,0
3291470613.0,rank_episode_i_the_phantom_menace,,Episode I: The Phantom Menace,the_phantom_menace,1,0
3291469991.0,rank_episode_i_the_phantom_menace,,Episode I: The Phantom Menace,the_phantom_menace,1,0
3291468155.0,rank_episode_i_the_phantom_menace,4.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3291461574.0,rank_episode_i_the_phantom_menace,6.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3291455642.0,rank_episode_i_the_phantom_menace,2.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3291446474.0,rank_episode_i_the_phantom_menace,3.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3291446275.0,rank_episode_i_the_phantom_menace,3.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3291439708.0,rank_episode_i_the_phantom_menace,1.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3291439404.0,rank_episode_i_the_phantom_menace,1.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3291437345.0,rank_episode_i_the_phantom_menace,4.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3291435787.0,rank_episode_i_the_phantom_menace,3.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3291435056.0,rank_episode_i_the_phantom_menace,,Episode I: The Phantom Menace,the_phantom_menace,1,0
3291433636.0,rank_episode_i_the_phantom_menace,3.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3291431939.0,rank_episode_i_the_phantom_menace,3.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3291430239.0,rank_episode_i_the_phantom_menace,,Episode I: The Phantom Menace,the_phantom_menace,1,0
3291430193.0,rank_episode_i_the_phantom_menace,,Episode I: The Phantom Menace,the_phantom_menace,1,0
3291428174.0,rank_episode_i_the_phantom_menace,4.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3291427761.0,rank_episode_i_the_phantom_menace,,Episode I: The Phantom Menace,the_phantom_menace,1,0
3291425110.0,rank_episode_i_the_phantom_menace,6.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3291424127.0,rank_episode_i_the_phantom_menace,4.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3291424006.0,rank_episode_i_the_phantom_menace,,Episode I: The Phantom Menace,the_phantom_menace,1,0
3291422637.0,rank_episode_i_the_phantom_menace,4.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3291421381.0,rank_episode_i_the_phantom_menace,,Episode I: The Phantom Menace,the_phantom_menace,1,0
3291420030.0,rank_episode_i_the_phantom_menace,,Episode I: The Phantom Menace,the_phantom_menace,1,0
3291410155.0,rank_episode_i_the_phantom_menace,,Episode I: The Phantom Menace,the_phantom_menace,1,0
3291405943.0,rank_episode_i_the_phantom_menace,,Episode I: The Phantom Menace,the_phantom_menace,1,0
3291402264.0,rank_episode_i_the_phantom_menace,,Episode I: The Phantom Menace,the_phantom_menace,1,0
3291401326.0,rank_episode_i_the_phantom_menace,2.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3291395512.0,rank_episode_i_the_phantom_menace,6.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3291394022.0,rank_episode_i_the_phantom_menace,3.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3291391717.0,rank_episode_i_the_phantom_menace,,Episode I: The Phantom Menace,the_phantom_menace,1,0
3291391446.0,rank_episode_i_the_phantom_menace,4.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3291391033.0,rank_episode_i_the_phantom_menace,,Episode I: The Phantom Menace,the_phantom_menace,1,0
3291390734.0,rank_episode_i_the_phantom_menace,,Episode I: The Phantom Menace,the_phantom_menace,1,0
3291388906.0,rank_episode_i_the_phantom_menace,,Episode I: The Phantom Menace,the_phantom_menace,1,0
3291388180.0,rank_episode_i_the_phantom_menace,3.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3291380973.0,rank_episode_i_the_phantom_menace,5.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3291378572.0,rank_episode_i_the_phantom_menace,1.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3291375306.0,rank_episode_i_the_phantom_menace,2.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3291364062.0,rank_episode_i_the_phantom_menace,4.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3291345427.0,rank_episode_i_the_phantom_menace,4.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3291341186.0,rank_episode_i_the_phantom_menace,,Episode I: The Phantom Menace,the_phantom_menace,1,0
3291330710.0,rank_episode_i_the_phantom_menace,6.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3291327304.0,rank_episode_i_the_phantom_menace,1.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3291320154.0,rank_episode_i_the_phantom_menace,4.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3291312980.0,rank_episode_i_the_phantom_menace,4.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3291290675.0,rank_episode_i_the_phantom_menace,,Episode I: The Phantom Menace,the_phantom_menace,1,0
3291288174.0,rank_episode_i_the_phantom_menace,4.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3291271932.0,rank_episode_i_the_phantom_menace,4.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3291267852.0,rank_episode_i_the_phantom_menace,4.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3291262515.0,rank_episode_i_the_phantom_menace,4.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3291233218.0,rank_episode_i_the_phantom_menace,4.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3291206864.0,rank_episode_i_the_phantom_menace,3.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3291203531.0,rank_episode_i_the_phantom_menace,,Episode I: The Phantom Menace,the_phantom_menace,1,0
3291184745.0,rank_episode_i_the_phantom_menace,4.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3291181010.0,rank_episode_i_the_phantom_menace,6.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3291159863.0,rank_episode_i_the_phantom_menace,4.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3291145258.0,rank_episode_i_the_phantom_menace,2.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3291141478.0,rank_episode_i_the_phantom_menace,1.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3291139156.0,rank_episode_i_the_phantom_menace,4.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3291121359.0,rank_episode_i_the_phantom_menace,3.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3291119656.0,rank_episode_i_the_phantom_menace,3.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3291101925.0,rank_episode_i_the_phantom_menace,6.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3291094347.0,rank_episode_i_the_phantom_menace,1.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3291092094.0,rank_episode_i_the_phantom_menace,2.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3291077381.0,rank_episode_i_the_phantom_menace,5.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3291075212.0,rank_episode_i_the_phantom_menace,6.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3291064417.0,rank_episode_i_the_phantom_menace,,Episode I: The Phantom Menace,the_phantom_menace,1,0
3291063226.0,rank_episode_i_the_phantom_menace,5.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3291060156.0,rank_episode_i_the_phantom_menace,4.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3291056296.0,rank_episode_i_the_phantom_menace,5.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3291052728.0,rank_episode_i_the_phantom_menace,5.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3291051343.0,rank_episode_i_the_phantom_menace,5.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3291045360.0,rank_episode_i_the_phantom_menace,6.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3291043176.0,rank_episode_i_the_phantom_menace,4.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3291042516.0,rank_episode_i_the_phantom_menace,3.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3291037640.0,rank_episode_i_the_phantom_menace,,Episode I: The Phantom Menace,the_phantom_menace,1,0
3291034202.0,rank_episode_i_the_phantom_menace,6.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3291033668.0,rank_episode_i_the_phantom_menace,,Episode I: The Phantom Menace,the_phantom_menace,1,0
3291032418.0,rank_episode_i_the_phantom_menace,4.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3291029281.0,rank_episode_i_the_phantom_menace,,Episode I: The Phantom Menace,the_phantom_menace,1,0
3291028446.0,rank_episode_i_the_phantom_menace,6.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3291024297.0,rank_episode_i_the_phantom_menace,6.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3291023456.0,rank_episode_i_the_phantom_menace,6.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3291022655.0,rank_episode_i_the_phantom_menace,4.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3291022275.0,rank_episode_i_the_phantom_menace,,Episode I: The Phantom Menace,the_phantom_menace,1,0
3291022013.0,rank_episode_i_the_phantom_menace,,Episode I: The Phantom Menace,the_phantom_menace,1,0
3291019033.0,rank_episode_i_the_phantom_menace,1.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3291018581.0,rank_episode_i_the_phantom_menace,,Episode I: The Phantom Menace,the_phantom_menace,1,0
3291015347.0,rank_episode_i_the_phantom_menace,,Episode I: The Phantom Menace,the_phantom_menace,1,0
3291014757.0,rank_episode_i_the_phantom_menace,6.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3291009055.0,rank_episode_i_the_phantom_menace,,Episode I: The Phantom Menace,the_phantom_menace,1,0
3291007877.0,rank_episode_i_the_phantom_menace,5.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3291006540.0,rank_episode_i_the_phantom_menace,,Episode I: The Phantom Menace,the_phantom_menace,1,0
3291002672.0,rank_episode_i_the_phantom_menace,3.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3291001879.0,rank_episode_i_the_phantom_menace,,Episode I: The Phantom Menace,the_phantom_menace,1,0
3290999912.0,rank_episode_i_the_phantom_menace,2.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3290998457.0,rank_episode_i_the_phantom_menace,,Episode I: The Phantom Menace,the_phantom_menace,1,0
3290996933.0,rank_episode_i_the_phantom_menace,4.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3290994001.0,rank_episode_i_the_phantom_menace,5.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3290992477.0,rank_episode_i_the_phantom_menace,4.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3290992371.0,rank_episode_i_the_phantom_menace,,Episode I: The Phantom Menace,the_phantom_menace,1,0
3290987996.0,rank_episode_i_the_phantom_menace,6.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3290984063.0,rank_episode_i_the_phantom_menace,2.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3290980789.0,rank_episode_i_the_phantom_menace,,Episode I: The Phantom Menace,the_phantom_menace,1,0
3290977827.0,rank_episode_i_the_phantom_menace,3.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3290976539.0,rank_episode_i_the_phantom_menace,,Episode I: The Phantom Menace,the_phantom_menace,1,0
3290975724.0,rank_episode_i_the_phantom_menace,1.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3290973695.0,rank_episode_i_the_phantom_menace,5.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3290973177.0,rank_episode_i_the_phantom_menace,,Episode I: The Phantom Menace,the_phantom_menace,1,0
3290973120.0,rank_episode_i_the_phantom_menace,,Episode I: The Phantom Menace,the_phantom_menace,1,0
3290972257.0,rank_episode_i_the_phantom_menace,4.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3290971794.0,rank_episode_i_the_phantom_menace,5.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3290971358.0,rank_episode_i_the_phantom_menace,2.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3290965482.0,rank_episode_i_the_phantom_menace,,Episode I: The Phantom Menace,the_phantom_menace,1,0
3290961855.0,rank_episode_i_the_phantom_menace,,Episode I: The Phantom Menace,the_phantom_menace,1,0
3290961497.0,rank_episode_i_the_phantom_menace,5.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3290953060.0,rank_episode_i_the_phantom_menace,,Episode I: The Phantom Menace,the_phantom_menace,1,0
3290949606.0,rank_episode_i_the_phantom_menace,,Episode I: The Phantom Menace,the_phantom_menace,1,0
3290948002.0,rank_episode_i_the_phantom_menace,3.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3290947136.0,rank_episode_i_the_phantom_menace,1.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3290947011.0,rank_episode_i_the_phantom_menace,5.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3290946211.0,rank_episode_i_the_phantom_menace,,Episode I: The Phantom Menace,the_phantom_menace,1,0
3290944858.0,rank_episode_i_the_phantom_menace,3.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3290944288.0,rank_episode_i_the_phantom_menace,4.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3290941824.0,rank_episode_i_the_phantom_menace,4.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3290939696.0,rank_episode_i_the_phantom_menace,,Episode I: The Phantom Menace,the_phantom_menace,1,0
3290934328.0,rank_episode_i_the_phantom_menace,1.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3290929229.0,rank_episode_i_the_phantom_menace,4.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3290927126.0,rank_episode_i_the_phantom_menace,,Episode I: The Phantom Menace,the_phantom_menace,1,0
3290926407.0,rank_episode_i_the_phantom_menace,,Episode I: The Phantom Menace,the_phantom_menace,1,0
3290922858.0,rank_episode_i_the_phantom_menace,4.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3290920752.0,rank_episode_i_the_phantom_menace,1.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3290919823.0,rank_episode_i_the_phantom_menace,4.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3290919419.0,rank_episode_i_the_phantom_menace,5.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3290917153.0,rank_episode_i_the_phantom_menace,5.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3290917131.0,rank_episode_i_the_phantom_menace,4.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3290916554.0,rank_episode_i_the_phantom_menace,4.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3290915885.0,rank_episode_i_the_phantom_menace,3.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3290912485.0,rank_episode_i_the_phantom_menace,,Episode I: The Phantom Menace,the_phantom_menace,1,0
3290912014.0,rank_episode_i_the_phantom_menace,4.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3290910069.0,rank_episode_i_the_phantom_menace,3.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3290906086.0,rank_episode_i_the_phantom_menace,1.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3290906022.0,rank_episode_i_the_phantom_menace,4.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3290903423.0,rank_episode_i_the_phantom_menace,3.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3290902880.0,rank_episode_i_the_phantom_menace,4.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3290901027.0,rank_episode_i_the_phantom_menace,4.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3290896982.0,rank_episode_i_the_phantom_menace,,Episode I: The Phantom Menace,the_phantom_menace,1,0
3290893301.0,rank_episode_i_the_phantom_menace,,Episode I: The Phantom Menace,the_phantom_menace,1,0
3290889443.0,rank_episode_i_the_phantom_menace,1.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
3290888715.0,rank_episode_i_the_phantom_menace,,Episode I: The Phantom Menace,the_phantom_menace,1,0
3290888303.0,rank_episode_i_the_phantom_menace,4.0,Episode I: The Phantom Menace,the_phantom_menace,1,1
